id,user_id,journey_id,created_at,updated_at,enrolling_times,enrollments_at,last_enrolled_at,study_duration,avg_submission_rating,repeat_enrollments
9006,113842,39,2017-10-03 15:38:32,2017-10-03 15:38:32,1,2017-09-30 01:20:14,2017-09-30 01:20:14,3,2.75,0
24007,113842,51,2019-05-20 07:28:27,2019-05-20 07:28:27,2,"2018-08-30 10:29:50,2019-05-17 08:37:40",2019-05-17 08:37:40,2,5.0,1
29642,113842,80,2019-08-04 21:06:01,2022-02-19 19:37:37,1,2019-07-11 12:40:15,2019-07-11 12:40:15,24,5.0,0
40705,113842,123,2019-09-01 22:11:15,2022-10-13 15:59:32,2,"2019-05-10 04:13:50,2019-08-27 19:38:36",2019-08-27 19:38:36,5,4.0,1
43539,113842,14,2019-09-09 14:14:43,2022-03-23 11:29:52,1,2019-06-22 12:51:09,2019-06-22 12:51:09,79,4.4,0
53201,113842,144,2019-10-09 16:25:34,2019-10-09 16:25:34,1,2019-09-28 05:46:49,2019-09-28 05:46:49,11,3.0,0
68534,113842,129,2019-11-20 09:33:09,2019-11-20 09:33:09,2,"2019-09-10 09:48:33,2019-09-17 07:46:44",2019-09-17 07:46:44,64,3.0,1
73057,113842,55,2019-12-12 10:59:52,2019-12-12 10:59:52,2,"2019-09-19 09:24:58,2019-10-29 14:58:37",2019-10-29 14:58:37,43,3.2,1
108387,113842,169,2020-04-14 12:57:24,2022-03-26 09:33:06,1,2020-04-11 10:33:36,2020-04-11 10:33:36,3,3.0,0
343996,113842,86,2020-11-08 22:43:57,2020-11-08 22:43:57,2,"2020-10-05 17:24:19,2020-11-08 22:28:48",2020-11-08 22:28:48,0,4.0,1
344501,113842,191,2020-11-09 11:22:57,2023-09-26 10:54:43,1,2020-10-19 14:14:39,2020-10-19 14:14:39,20,3.0,0
397022,113842,297,2021-03-08 22:43:36,2021-03-08 22:43:36,1,2021-02-20 11:49:55,2021-02-20 11:49:55,16,3.0,0
397042,113842,302,2021-03-08 23:46:33,2021-03-08 23:46:33,1,2021-02-20 11:43:44,2021-02-20 11:43:44,16,4.0,0
419805,113842,251,2021-04-06 08:29:48,2021-04-06 08:29:48,1,2021-03-15 15:44:12,2021-03-15 15:44:12,21,4.0,0
435080,113842,256,2021-04-14 04:17:26,2022-09-19 12:12:41,1,2021-04-06 15:02:03,2021-04-06 15:02:03,7,5.0,0
476812,113842,261,2021-05-11 12:35:07,2021-05-11 12:35:07,1,2021-04-12 07:58:55,2021-04-12 07:58:55,29,5.0,0
486878,113842,307,2021-05-18 10:00:22,2021-05-18 10:00:22,1,2021-04-23 15:45:28,2021-04-23 15:45:28,24,2.0,0
511097,113842,266,2021-06-02 07:31:19,2021-06-02 07:31:19,1,2021-05-14 06:17:02,2021-05-14 06:17:02,19,1.0,0
514618,113842,159,2021-06-04 00:51:15,2022-06-29 22:22:18,2,"2020-11-09 11:38:30,2021-05-09 13:59:37",2021-05-09 13:59:37,25,5.0,1
649722,113842,60,2021-08-02 12:45:30,2021-08-02 12:45:30,2,"2018-12-13 11:51:30,2021-08-02 11:35:35",2021-08-02 11:35:35,0,2.5,1
671062,113842,271,2021-08-24 11:10:50,2021-08-24 11:10:50,1,2021-06-08 11:00:11,2021-06-08 11:00:11,77,4.33,0
793057,113842,317,2022-02-08 14:37:22,2022-02-08 14:37:22,2,"2021-07-22 06:40:40,2022-02-07 18:05:48",2022-02-07 18:05:48,0,2.5,1
816013,113842,237,2022-02-14 17:35:19,2022-02-14 17:35:19,1,2022-02-07 21:34:38,2022-02-07 21:34:38,6,2.0,0
892893,113842,335,2022-04-19 11:52:32,2022-04-19 11:52:32,1,2022-03-25 15:17:09,2022-03-25 15:17:09,24,5.0,0
906208,113842,352,2022-05-05 16:12:19,2022-05-05 16:12:19,1,2022-04-04 11:07:14,2022-04-04 11:07:14,31,3.5,0
1020703,113842,292,2022-07-06 19:03:27,2022-07-06 19:03:27,1,2022-07-05 16:34:09,2022-07-05 16:34:09,1,3.0,0
1246400,113842,315,2022-10-16 14:13:28,2022-10-16 14:13:28,1,2022-09-10 09:04:40,2022-09-10 09:04:40,36,4.0,0
1372250,113842,445,2022-12-26 09:22:12,2022-12-26 09:22:12,1,2022-11-18 20:05:16,2022-11-18 20:05:16,37,5.0,0
2438983,113842,195,2024-01-11 06:55:45,2024-01-11 06:55:45,1,2023-12-11 22:43:20,2023-12-11 22:43:20,30,5.0,0
2638235,113842,480,2024-03-26 16:46:12,2024-03-26 16:46:12,1,2024-02-07 12:11:26,2024-02-07 12:11:26,48,4.0,0
14642,153116,68,2018-06-07 14:39:43,2018-06-07 14:39:43,1,2018-06-07 14:25:17,2018-06-07 14:25:17,0,3.0,0
24174,153116,51,2019-05-23 09:25:27,2019-05-23 09:25:27,1,2019-05-21 14:14:04,2019-05-21 14:14:04,1,3.0,0
47985,153116,123,2019-09-25 00:17:40,2019-09-25 00:17:40,2,"2019-06-19 07:25:05,2019-09-24 07:30:41",2019-09-24 07:30:41,0,1.0,1
75958,153116,153,2020-01-07 08:39:07,2020-01-07 08:39:07,1,2019-12-17 22:16:55,2019-12-17 22:16:55,20,2.0,0
98744,153116,86,2020-04-05 19:54:16,2025-02-17 16:21:41,2,"2019-11-18 09:37:42,2020-04-05 11:10:25",2020-04-05 11:10:25,0,3.5,1
101427,153116,169,2020-04-08 21:12:47,2020-04-08 21:12:47,1,2020-04-07 17:09:51,2020-04-07 17:09:51,1,3.0,0
131147,153116,177,2020-05-01 15:32:58,2025-02-17 14:56:13,1,2020-05-01 14:13:05,2020-05-01 14:13:05,0,4.0,0
148266,153116,184,2020-05-11 22:37:48,2025-03-25 05:27:54,1,2020-05-04 18:53:05,2020-05-04 18:53:05,7,4.5,0
198201,153116,191,2020-06-15 21:46:30,2020-06-15 21:46:30,1,2020-06-09 10:08:11,2020-06-09 10:08:11,6,3.0,0
201296,153116,135,2020-06-18 00:07:56,2020-06-18 00:07:56,1,2020-06-11 15:32:40,2020-06-11 15:32:40,6,4.0,0
249784,153116,80,2020-08-03 14:17:32,2020-08-03 14:17:32,1,2020-07-30 11:14:33,2020-07-30 11:14:33,4,3.0,0
367407,153116,150,2021-01-28 04:06:37,2021-01-28 04:06:37,1,2020-12-28 23:35:51,2020-12-28 23:35:51,30,4.0,0
371447,153116,292,2021-02-15 11:06:43,2021-02-15 11:06:43,1,2021-02-15 10:08:48,2021-02-15 10:08:48,0,4.0,0
436085,153116,251,2021-04-14 11:45:07,2024-03-14 21:52:44,1,2021-03-15 14:59:15,2021-03-15 14:59:15,29,3.0,0
589970,153116,266,2021-07-13 11:27:58,2021-07-13 11:27:58,1,2021-06-13 18:49:00,2021-06-13 18:49:00,29,3.0,0
949958,153116,256,2022-06-06 14:25:29,2024-03-13 21:13:48,1,2022-05-27 21:21:07,2022-05-27 21:21:07,9,5.0,0
2266928,153116,615,2023-11-17 08:39:28,2023-11-17 08:39:28,1,2023-09-16 10:35:41,2023-09-16 10:35:41,61,2.0,0
2276498,153116,600,2023-11-20 06:29:43,2023-11-20 06:29:43,1,2023-09-16 10:35:41,2023-09-16 10:35:41,64,3.0,0
3464233,153116,653,2025-02-17 10:55:17,2025-02-17 10:55:17,1,2024-10-30 11:01:54,2024-10-30 11:01:54,109,2.0,0
3464308,153116,302,2025-02-17 11:22:36,2025-02-17 11:22:36,1,2025-02-10 16:47:57,2025-02-10 16:47:57,6,4.0,0
3464783,153116,237,2025-02-17 13:55:08,2025-02-17 13:55:08,1,2021-02-15 10:14:11,2021-02-15 10:14:11,1463,3.0,0
3464923,153116,317,2025-02-17 14:24:52,2025-02-17 14:24:52,1,2025-02-10 16:47:57,2025-02-10 16:47:57,6,3.0,0
3528677,153116,555,2025-03-09 22:52:22,2025-03-09 22:52:22,1,2023-09-16 10:35:41,2023-09-16 10:35:41,540,3.0,0
3609107,153116,852,2025-05-02 14:26:13,2025-08-07 21:51:36,1,2025-04-29 13:27:11,2025-04-29 13:27:11,3,4.0,0
3648515,153116,319,2025-05-29 23:21:57,2025-05-29 23:21:57,1,2025-02-10 16:47:57,2025-02-10 16:47:57,108,4.5,0
3664397,153116,185,2025-06-11 10:29:06,2025-06-11 10:29:06,1,2025-02-10 16:47:57,2025-02-10 16:47:57,120,4.0,0
165516,433737,123,2020-05-23 04:31:53,2023-02-21 20:59:23,3,"2019-07-19 18:38:30,2019-10-07 12:56:41,2020-05-21 08:15:23",2020-05-21 08:15:23,1,4.0,2
684932,433737,60,2021-09-02 12:00:52,2021-09-02 12:00:52,2,"2019-07-19 18:27:10,2021-08-12 14:59:30",2021-08-12 14:59:30,20,2.5,1
878953,433737,292,2022-04-02 18:13:11,2025-08-06 19:51:20,1,2022-04-02 08:41:52,2022-04-02 08:41:52,0,2.0,0
1090200,433737,237,2022-08-05 11:45:48,2025-07-14 12:12:21,1,2022-08-01 11:57:25,2022-08-01 11:57:25,3,4.0,0
1094990,433737,302,2022-08-07 15:09:24,2025-08-06 19:57:07,1,2022-08-01 11:57:25,2022-08-01 11:57:25,6,4.0,0
1111260,433737,317,2022-08-14 09:30:39,2025-08-06 20:14:56,1,2022-08-01 11:57:25,2022-08-01 11:57:25,12,5.0,0
1176640,433737,315,2022-09-05 09:11:02,2022-09-05 09:11:02,1,2021-07-03 21:16:17,2021-07-03 21:16:17,428,3.0,0
1205365,433737,163,2022-09-27 08:21:16,2022-09-27 08:21:16,2,"2020-05-21 08:16:05,2020-07-21 14:59:04",2020-07-21 14:59:04,797,3.0,1
1275985,433737,256,2022-10-25 16:37:13,2023-03-10 16:48:51,1,2022-04-02 08:41:11,2022-04-02 08:41:11,206,3.0,0
1331635,433737,261,2022-11-24 16:08:20,2022-11-24 16:08:20,1,2022-10-14 17:01:01,2022-10-14 17:01:01,40,4.0,0
1340210,433737,219,2022-11-29 17:02:01,2022-11-29 17:02:01,1,2022-08-15 17:24:59,2022-08-15 17:24:59,105,2.67,0
1536755,433737,342,2023-03-12 17:42:52,2023-03-12 17:42:52,7,"2023-02-22 17:38:48,2023-02-22 17:40:30,2023-02-22 17:40:40,2023-02-22 18:12:51,2023-02-22 18:16:48,2023-02-22 18:25:51,2023-03-10 14:52:00",2023-03-10 14:52:00,2,3.0,6
1633160,433737,133,2023-04-30 16:18:03,2023-04-30 16:18:03,1,2023-03-10 14:52:00,2023-03-10 14:52:00,51,5.0,0
1674525,433737,600,2023-05-16 16:21:21,2025-02-24 13:49:57,1,2023-05-15 18:24:49,2023-05-15 18:24:49,0,1.0,0
1726235,433737,382,2023-06-05 13:54:43,2023-06-05 13:54:43,1,2023-06-05 12:39:13,2023-06-05 12:39:13,0,2.0,0
1985373,433737,615,2023-09-13 07:37:58,2023-09-13 07:37:58,1,2023-09-11 11:43:10,2023-09-11 11:43:10,1,3.0,0
1991133,433737,86,2023-09-14 06:54:42,2023-09-14 06:54:42,1,2023-09-11 11:43:10,2023-09-11 11:43:10,2,1.0,0
2455193,433737,177,2024-01-26 18:18:39,2024-01-26 18:18:39,2,"2020-05-26 15:57:28,2020-08-10 20:20:33",2020-08-10 20:20:33,1263,3.0,1
3152233,433737,653,2024-11-03 14:12:08,2025-07-10 14:14:29,1,2024-11-03 13:16:41,2024-11-03 13:16:41,0,3.0,0
3315188,433737,403,2024-12-22 17:22:53,2024-12-22 17:22:53,1,2024-11-03 13:16:41,2024-11-03 13:16:41,49,3.0,0
3492843,433737,570,2025-02-23 11:12:25,2025-02-23 11:12:25,1,2025-02-21 16:27:39,2025-02-21 16:27:39,1,4.0,0
3530767,433737,697,2025-03-11 10:40:09,2025-03-11 10:40:09,1,2025-02-21 16:43:57,2025-02-21 16:43:57,17,5.0,0
3530877,433737,337,2025-03-11 12:06:30,2025-03-11 12:06:30,2,"2024-08-06 14:52:14,2025-02-21 16:50:46",2025-02-21 16:50:46,17,3.5,1
3530927,433737,120,2025-03-11 12:35:58,2025-03-11 12:35:58,4,"2020-05-26 15:53:22,2021-09-04 19:25:35,2022-10-05 17:56:12,2025-03-11 12:24:31",2025-03-11 12:24:31,0,3.8,3
3558557,433737,251,2025-04-04 16:06:17,2025-04-04 16:06:17,3,"2021-08-13 12:55:23,2021-11-18 06:22:31,2025-03-08 12:13:36",2025-03-08 12:13:36,27,4.0,2
3558572,433737,266,2025-04-04 16:14:13,2025-04-04 16:14:13,1,2023-05-01 11:06:15,2023-05-01 11:06:15,704,5.0,0
3612437,433737,169,2025-05-04 15:38:00,2025-07-08 14:03:23,4,"2020-05-26 15:55:28,2020-08-10 17:19:52,2025-03-13 15:15:58,2025-05-02 09:39:19",2025-05-02 09:39:19,2,3.2,3
3617555,433737,862,2025-05-08 11:20:01,2025-05-08 11:20:01,1,2025-05-08 10:57:35,2025-05-08 10:57:35,0,5.0,0
3617573,433737,852,2025-05-08 11:26:12,2025-05-08 11:26:12,1,2025-04-29 13:29:08,2025-04-29 13:29:08,8,3.0,0
3617600,433737,867,2025-05-08 11:52:01,2025-05-08 11:52:01,1,2025-05-08 10:57:35,2025-05-08 10:57:35,0,2.0,0
3618008,433737,580,2025-05-08 16:24:53,2025-05-08 16:24:53,1,2025-02-22 13:00:11,2025-02-22 13:00:11,75,5.0,0
3618050,433737,605,2025-05-08 16:49:17,2025-05-08 16:49:17,4,"2023-07-10 10:33:14,2024-12-06 17:45:29,2025-02-23 11:16:05,2025-05-08 16:38:19",2025-05-08 16:38:19,0,4.8,3
3656939,433737,753,2025-06-04 16:11:51,2025-06-04 16:11:51,1,2025-06-04 15:19:23,2025-06-04 15:19:23,0,3.0,0
3689972,433737,191,2025-07-07 11:48:00,2025-07-07 11:48:00,1,2023-02-15 20:31:13,2023-02-15 20:31:13,872,4.0,0
3694238,433737,159,2025-07-13 14:33:44,2025-07-13 14:33:44,2,"2025-07-07 15:40:17,2025-02-22 08:50:40",2025-07-07 15:40:17,5,3.0,1
3704780,433737,195,2025-08-05 17:14:06,2025-08-05 17:14:06,2,"2025-07-07 15:40:17,2025-02-22 12:58:21",2025-07-07 15:40:17,29,4.0,1
3748481,433737,758,2025-09-14 15:52:07,2025-09-14 15:52:07,2,"2025-07-07 15:40:17,2025-05-09 09:51:31",2025-07-07 15:40:17,69,3.0,1
3822248,433737,902,2025-10-18 17:12:00,2025-10-18 17:12:00,1,2025-10-17 16:06:41,2025-10-17 16:06:41,1,2.0,0
3822299,433737,899,2025-10-18 17:30:13,2025-10-18 17:30:13,1,2025-10-17 16:06:41,2025-10-17 16:06:41,1,4.0,0
3843233,433737,413,2025-10-26 20:11:40,2025-10-26 20:11:40,2,"2025-10-22 16:10:30,2025-02-21 17:26:26",2025-10-22 16:10:30,4,4.5,1
59956,494342,51,2019-10-24 19:29:22,2019-10-24 19:29:22,1,2019-10-08 15:22:56,2019-10-08 15:22:56,16,3.0,0
64620,494342,123,2019-11-04 07:01:42,2024-01-28 10:21:01,2,"2019-09-02 21:20:53,2019-10-26 20:44:50",2019-10-26 20:44:50,8,5.0,1
67380,494342,80,2019-11-14 19:40:25,2019-11-14 19:40:25,1,2019-11-08 20:58:07,2019-11-08 20:58:07,5,4.0,0
72675,494342,144,2019-12-09 20:42:25,2019-12-09 20:42:25,1,2019-11-29 17:49:12,2019-11-29 17:49:12,10,5.0,0
78744,494342,32,2020-02-03 17:27:21,2020-02-03 17:27:21,1,2020-01-23 15:53:05,2020-01-23 15:53:05,11,4.0,0
250894,494342,169,2020-08-04 10:54:10,2025-08-17 20:17:42,1,2020-07-23 23:05:19,2020-07-23 23:05:19,11,4.0,0
259174,494342,191,2020-08-14 00:30:16,2025-07-18 23:27:45,1,2020-08-05 08:04:54,2020-08-05 08:04:54,8,5.0,0
279214,494342,177,2020-09-12 00:00:12,2023-09-17 23:15:58,1,2020-08-22 22:40:50,2020-08-22 22:40:50,20,4.0,0
299680,494342,86,2020-10-07 18:20:47,2023-09-19 19:28:50,3,"2019-09-11 18:09:47,2020-03-23 09:12:06,2020-10-05 16:01:48",2020-10-05 16:01:48,2,4.3,2
300007,494342,68,2020-10-07 23:21:41,2020-10-07 23:21:41,2,"2019-11-10 16:30:40,2020-10-05 16:01:17",2020-10-05 16:01:17,2,4.0,1
317047,494342,184,2020-10-21 07:07:43,2023-09-21 18:31:21,1,2020-10-05 16:02:16,2020-10-05 16:02:16,15,5.0,0
354976,494342,14,2020-12-14 11:51:05,2020-12-14 11:51:05,2,"2019-11-08 20:55:29,2020-10-01 17:42:19",2020-10-01 17:42:19,73,4.67,1
373762,494342,292,2021-02-17 14:30:37,2025-07-22 21:29:56,1,2021-02-15 08:39:37,2021-02-15 08:39:37,2,5.0,0
374342,494342,129,2021-02-18 09:42:23,2021-02-18 09:42:23,2,"2019-11-08 22:24:42,2020-12-31 14:43:39",2020-12-31 14:43:39,48,4.33,1
374797,494342,237,2021-02-18 18:45:14,2025-07-12 22:53:19,1,2021-02-15 08:39:12,2021-02-15 08:39:12,3,3.0,0
381893,494342,302,2021-02-24 14:23:58,2025-07-13 15:22:33,1,2021-02-20 12:21:15,2021-02-20 12:21:15,4,3.0,0
384997,494342,297,2021-02-26 14:12:22,2021-02-26 14:12:22,1,2021-02-20 12:21:25,2021-02-20 12:21:25,6,2.0,0
416075,494342,251,2021-04-01 19:58:08,2024-03-21 00:19:02,1,2021-03-15 12:29:12,2021-03-15 12:29:12,17,5.0,0
417580,494342,256,2021-04-03 18:02:32,2024-03-11 15:36:12,1,2021-04-01 10:00:44,2021-04-01 10:00:44,2,3.0,0
459266,494342,261,2021-04-27 07:37:13,2024-04-03 05:28:18,1,2021-04-16 17:44:10,2021-04-16 17:44:10,10,5.0,0
495303,494342,159,2021-05-23 20:16:21,2025-08-05 21:53:01,1,2021-05-10 12:38:41,2021-05-10 12:38:41,13,5.0,0
570832,494342,266,2021-07-04 15:15:29,2021-07-04 15:15:29,1,2021-06-18 15:51:15,2021-06-18 15:51:15,15,3.0,0
626869,494342,317,2021-07-25 23:51:26,2025-07-13 19:22:46,1,2021-07-19 12:52:17,2021-07-19 12:52:17,6,5.0,0
682427,494342,195,2021-08-31 08:50:46,2025-09-05 15:39:57,1,2021-08-04 12:04:03,2021-08-04 12:04:03,26,4.4,0
741197,494342,199,2021-11-13 09:20:36,2021-11-13 09:20:36,1,2021-10-08 18:56:37,2021-10-08 18:56:37,35,4.0,0
764217,494342,337,2021-12-19 22:42:05,2021-12-19 22:42:05,1,2021-12-17 23:49:24,2021-12-17 23:49:24,1,3.0,0
774227,494342,60,2022-01-03 15:39:08,2022-01-03 15:39:08,3,"2019-08-30 19:18:40,2021-09-03 19:07:04,2022-01-03 15:16:38",2022-01-03 15:16:38,0,3.7,2
788057,494342,342,2022-01-29 09:03:48,2022-01-29 09:03:48,1,2021-12-19 22:44:40,2021-12-19 22:44:40,40,5.0,0
790157,494342,165,2022-02-03 13:52:47,2022-02-03 13:52:47,1,2021-12-19 16:07:58,2021-12-19 16:07:58,45,3.0,0
798262,494342,133,2022-02-10 00:14:41,2022-02-10 00:14:41,1,2019-11-10 15:55:29,2019-11-10 15:55:29,822,4.5,0
926688,494342,315,2022-05-29 06:22:57,2024-02-08 12:48:13,1,2022-05-27 15:11:37,2022-05-27 15:11:37,1,4.0,0
949748,494342,403,2022-06-06 13:11:43,2022-06-06 13:11:43,1,2022-05-27 15:11:37,2022-05-27 15:11:37,9,4.0,0
1293135,494342,382,2022-11-01 14:14:08,2022-11-01 14:14:08,1,2022-10-10 14:23:03,2022-10-10 14:23:03,21,1.0,0
1298465,494342,387,2022-11-04 08:04:27,2022-11-04 08:04:27,1,2022-10-10 14:23:03,2022-10-10 14:23:03,24,5.0,0
1315505,494342,352,2022-11-14 15:39:06,2022-11-14 15:39:06,1,2022-09-07 11:45:43,2022-09-07 11:45:43,68,4.0,0
1358690,494342,445,2022-12-13 15:01:36,2022-12-13 15:01:36,1,2022-11-18 10:31:32,2022-11-18 10:31:32,25,4.0,0
1798900,494342,570,2023-07-25 00:12:02,2023-07-25 00:12:02,1,2023-07-20 00:15:04,2023-07-20 00:15:04,4,3.0,0
1800810,494342,600,2023-07-25 19:59:19,2023-07-25 19:59:19,1,2023-07-20 00:15:04,2023-07-20 00:15:04,5,5.0,0
2417348,494342,185,2023-12-29 08:27:34,2023-12-29 08:27:34,1,2023-12-06 16:05:06,2023-12-06 16:05:06,22,5.0,0
2595728,494342,319,2024-03-07 07:06:06,2024-03-07 07:06:06,1,2024-02-06 20:27:32,2024-02-06 20:27:32,29,5.0,0
2977043,494342,653,2024-09-18 13:29:51,2025-08-19 14:54:20,1,2024-09-14 11:34:15,2024-09-14 11:34:15,4,1.0,0
3645143,494342,862,2025-05-27 20:05:25,2025-05-27 20:05:25,2,"2025-05-10 10:12:59,2025-05-25 11:26:35",2025-05-25 11:26:35,2,5.0,1
3671207,494342,867,2025-06-17 14:42:26,2025-06-17 14:42:26,1,2025-05-10 10:12:59,2025-05-10 10:12:59,38,4.0,0
3684242,494342,753,2025-06-29 08:13:58,2025-06-29 08:13:58,1,2025-06-20 22:10:11,2025-06-20 22:10:11,8,4.0,0
3739727,494342,758,2025-09-05 09:18:48,2025-09-05 09:18:48,1,2025-07-07 15:40:21,2025-07-07 15:40:21,59,4.0,0
3823442,494342,852,2025-10-19 08:44:30,2025-10-19 08:44:30,1,2025-10-15 09:07:56,2025-10-15 09:07:56,3,4.0,0
51099,496740,144,2019-10-02 23:57:10,2019-10-02 23:57:10,1,2019-09-28 13:08:31,2019-09-28 13:08:31,4,3.0,0
264178,496740,123,2020-08-19 13:50:54,2025-06-02 08:11:11,3,"2019-09-18 21:06:06,2020-03-11 23:22:33,2020-07-25 08:00:34",2020-07-25 08:00:34,25,5.0,2
286719,496740,191,2020-09-23 15:19:34,2025-04-18 23:42:10,1,2020-08-28 17:26:53,2020-08-28 17:26:53,25,4.0,0
303557,496740,68,2020-10-10 16:38:16,2020-10-10 16:38:16,3,"2019-09-28 13:08:03,2020-03-14 16:49:51,2020-10-05 22:42:47",2020-10-05 22:42:47,4,2.7,2
311582,496740,86,2020-10-16 09:41:04,2025-04-19 23:12:24,3,"2020-03-14 11:21:51,2020-05-07 06:57:16,2020-10-05 22:41:54",2020-10-05 22:41:54,10,3.0,2
312592,496740,177,2020-10-16 22:26:51,2025-04-20 19:58:51,1,2020-09-22 10:00:01,2020-09-22 10:00:01,24,3.0,0
375602,496740,237,2021-02-19 20:06:51,2024-09-10 21:38:01,1,2021-02-16 11:32:39,2021-02-16 11:32:39,3,5.0,0
375722,496740,292,2021-02-19 23:58:27,2023-05-25 23:36:41,1,2021-02-17 00:12:53,2021-02-17 00:12:53,2,2.0,0
379332,496740,169,2021-02-22 22:07:58,2021-02-22 22:07:58,2,"2020-07-11 11:09:52,2021-02-20 00:12:03",2021-02-20 00:12:03,2,4.0,1
379437,496740,302,2021-02-23 00:09:02,2024-09-12 10:32:28,1,2021-02-20 10:25:47,2021-02-20 10:25:47,2,2.0,0
382522,496740,297,2021-02-25 01:16:00,2023-05-25 23:04:42,1,2021-02-20 21:04:43,2021-02-20 21:04:43,4,5.0,0
770907,496740,80,2021-12-29 10:26:42,2025-06-12 02:21:39,2,"2019-09-27 20:11:09,2021-11-23 09:55:52",2021-11-23 09:55:52,36,4.0,1
784352,496740,315,2022-01-21 07:25:07,2025-06-03 14:19:01,1,2022-01-16 18:19:09,2022-01-16 18:19:09,4,5.0,0
1187260,496740,256,2022-09-12 17:47:29,2025-05-10 12:08:02,1,2022-09-10 13:03:12,2022-09-10 13:03:12,2,5.0,0
1258185,496740,261,2022-10-20 04:56:52,2025-06-04 14:50:23,1,2022-10-07 12:54:30,2022-10-07 12:54:30,12,5.0,0
1260495,496740,251,2022-10-20 21:33:46,2025-06-03 22:01:47,2,"2021-03-15 20:16:48,2021-12-30 20:47:02",2021-12-30 20:47:02,294,3.0,1
1304750,496740,60,2022-11-08 10:22:24,2022-11-08 10:22:24,2,"2019-09-27 20:50:32,2022-10-24 19:46:34",2022-10-24 19:46:34,14,2.0,1
1305825,496740,120,2022-11-08 20:37:18,2022-11-08 20:37:18,2,"2020-07-06 19:07:09,2022-10-25 16:43:25",2022-10-25 16:43:25,14,4.0,1
1428520,496740,266,2023-02-12 12:04:17,2024-09-14 01:12:25,1,2022-12-15 15:16:03,2022-12-15 15:16:03,58,5.0,0
1647645,496740,271,2023-05-07 15:58:10,2023-05-07 15:58:10,1,2022-12-15 15:16:03,2022-12-15 15:16:03,143,3.67,0
1660280,496740,382,2023-05-11 12:42:25,2023-05-11 12:42:25,1,2023-03-15 16:07:55,2023-03-15 16:07:55,56,1.0,0
1676500,496740,600,2023-05-17 12:29:38,2024-08-23 18:36:18,1,2023-05-15 10:11:54,2023-05-15 10:11:54,2,3.0,0
1700845,496740,317,2023-05-25 23:20:13,2024-09-12 22:47:33,1,2023-05-25 12:55:56,2023-05-25 12:55:56,0,4.0,0
1703120,496740,403,2023-05-26 19:11:55,2025-06-06 13:07:45,1,2023-05-24 22:05:43,2023-05-24 22:05:43,1,5.0,0
1728870,496740,413,2023-06-07 06:03:19,2025-06-07 07:59:30,1,2023-05-26 00:28:39,2023-05-26 00:28:39,12,5.0,0
1737560,496740,159,2023-06-14 16:28:43,2024-08-28 15:24:10,1,2023-05-26 17:22:43,2023-05-26 17:22:43,18,4.0,0
1806135,496740,605,2023-07-27 20:48:43,2024-08-23 20:53:04,1,2023-07-10 09:59:51,2023-07-10 09:59:51,17,2.0,0
1857018,496740,570,2023-08-13 23:02:25,2024-08-23 15:37:36,2,"2023-05-25 23:07:34,2023-07-17 18:15:05",2023-07-17 18:15:05,27,4.0,1
1915138,496740,276,2023-08-22 21:32:54,2023-08-22 21:32:54,1,2023-05-17 12:01:26,2023-05-17 12:01:26,97,5.0,0
1965173,496740,418,2023-09-07 08:29:42,2025-06-07 19:23:01,1,2023-05-27 22:35:24,2023-05-27 22:35:24,102,4.5,0
1968418,496740,163,2023-09-08 12:28:54,2025-06-04 11:02:01,4,"2020-04-04 15:05:21,2020-08-02 11:53:39,2022-09-08 21:11:00,2023-08-27 06:56:11",2023-08-27 06:56:11,12,4.33,3
1973283,496740,337,2023-09-10 12:15:31,2025-06-29 10:45:31,1,2023-09-10 05:58:15,2023-09-10 05:58:15,0,1.0,0
1974093,496740,387,2023-09-10 18:57:22,2023-09-10 18:57:22,2,"2023-03-15 16:07:55,2023-08-22 17:31:03",2023-08-22 17:31:03,19,4.0,1
2893748,496740,610,2024-08-23 01:48:05,2025-06-04 19:17:17,1,2023-12-04 11:55:07,2023-12-04 11:55:07,262,5.0,0
2894018,496740,342,2024-08-23 11:03:51,2025-06-29 12:37:58,1,2023-09-10 11:54:24,2023-09-10 11:54:24,347,5.0,0
2894048,496740,145,2024-08-23 11:37:53,2024-08-23 11:37:53,1,2024-08-17 23:25:09,2024-08-17 23:25:09,5,3.0,0
2894238,496740,615,2024-08-23 14:56:10,2024-08-23 14:56:10,1,2023-09-08 17:58:33,2023-09-08 17:58:33,349,1.0,0
2894383,496740,580,2024-08-23 17:29:18,2024-08-23 17:29:18,1,2024-05-05 22:43:26,2024-05-05 22:43:26,109,4.0,0
2894673,496740,653,2024-08-23 21:28:01,2024-10-30 17:30:41,1,2024-08-23 21:06:31,2024-08-23 21:06:31,0,4.0,0
2898068,496740,51,2024-08-26 20:47:57,2025-06-13 21:19:47,2,"2019-09-27 20:10:29,2020-03-09 05:32:06",2020-03-09 05:32:06,1631,5.0,1
2900488,496740,184,2024-08-28 21:06:11,2024-08-28 21:06:11,3,"2020-05-10 22:22:19,2020-10-05 22:43:28,2024-08-22 19:04:52",2024-08-22 19:04:52,6,5.0,2
3237063,496740,14,2024-11-26 23:34:55,2024-11-26 23:34:55,2,"2019-09-27 20:47:08,2024-09-09 14:22:14",2024-09-09 14:22:14,78,3.0,1
