id,developer_journey_id,title,type,position,status
1,2,Modul 1 : Activity,quiz,1,1
2,2,Modul 2 : Intent,quiz,2,1
3,2,Modul 3 : Fragment,quiz,3,1
4,2,Modul 4 : Flexible UI,quiz,4,1
7,5,Modul 1 : Android Layout,quiz,1,1
8,5,Modul 2 : Simple Listview,quiz,2,1
17,5,"Modul 3 : Custom Listview, Swipe Refresh, and Load More",quiz,3,1
18,5,Modul 4 : Custom Adapter Listview,quiz,4,1
19,4,Berkenalan dengan NDK di Android Studio,article,1,1
20,6,Modul 1: Pengenalan Intel XDK,article,1,1
21,6,Modul 2: Hello World,article,2,1
24,6,Modul 3: UI Pada Intel XDK,article,3,1
26,6,Modul 4: Embeded Audio dan Video,article,4,1
27,6,Modul 5: JSON dan Web Service,article,5,1
28,6,Modul 6:  Tips Optimasi Performa Aplikasi dan Publish,article,6,1
29,6,Tugas Akhir,quiz,7,1
30,7,Pengenalan AppInventor,quiz,1,1
31,7,"Manipulasi Button, Teks, dan Label",quiz,2,1
32,7,Sound dan Music Player,quiz,3,1
33,7,Mengirim SMS,quiz,4,1
34,7,Menerima SMS,quiz,5,1
35,7,GPS dan Lokasi,quiz,6,1
36,7,Implementasi SMS dan Lokasi,quiz,7,1
37,7,Lokasi Saat Ini di Maps App,quiz,8,1
38,7,Layout dan List (bagian 1),quiz,9,1
39,7,List (bagian 2),quiz,10,1
40,7,TinyDB,quiz,11,1
41,7,TwitterApp,quiz,12,1
42,7,Consume API (bagian 1),quiz,13,1
43,7,Consume API (bagian 2),quiz,14,1
45,9,Pengenalan UI Unity,article,1,1
46,9,Scripting,article,2,1
47,9,Hello World,article,3,1
48,9,Game Object,article,4,1
49,9,Input Keyboard,article,5,1
50,9,Input Mobile,article,6,1
51,9,Sprite,article,7,1
52,9,2d Physics,article,8,1
53,9,Quiz 1,quiz,9,1
77,11,Pengenalan Intel Galileo,article,1,1
78,11,Instalasi Driver dan Arduino IDE,article,2,1
79,11,Firmware Update (opsional),article,3,1
80,11,Menggunakan Arduino IDE,quiz,4,1
81,11,Mencoba Arduino IDE,article,5,1
82,11,Geeknesia API,article,6,1
83,11,Kendali Digital dari Internet,quiz,7,1
84,11,Membuat Kendali Sendiri,quiz,8,1
85,11,Menerima Data Analog,quiz,9,1
88,12,Pengenalan Intel XDK,article,13,1
89,12,Pengenalan Construct 2,article,1,1
90,12,Pengenalan User Interface Construct 2,article,2,1
91,12,"Game 1 - Bagian 1: Object, Layer, Behavior",article,3,1
92,12,Game 1 - Bagian 2: Event dan Scoring,article,4,1
93,12,Game 1 - Bagian 3: Audio dan Button Control,article,5,1
94,12,Project 1: Game Space War,quiz,7,1
95,12,Pengenalan User Interface Intel XDK,article,14,1
96,12,Impor Project Construct 2 ke Intel XDK & Pengujian di Emulator,article,15,1
97,12,Project 2: Game Play Jump,quiz,17,1
99,12,Game 2 - Bagian 1: Menambah Background dan Mengatur Layer,article,8,1
101,12,Game 2 - Bagian 2: Menambah Objek dan Behavior pada Gameplay,article,9,1
103,12,Game 2 - Bagian 3: Membuat UI dan State,article,10,1
107,12,Game 2 - Bagian 4: Menambahkan Gameplay,article,11,1
109,12,Game 2 - Bagian 5: Menambahkan Gameover dan Export,article,12,1
113,14,Ringkasan Activity,article,11,1
116,14,Ringkasan XML,article,12,1
119,14,Activity : Quiz,multiple,157,0
123,14,Ringkasan Intent,article,13,1
127,14,Latihan Explicit Intent,article,180,0
129,14,Latihan Mengirim Data pada Intent,article,181,0
131,14,Latihan Mengirim Data dengan Parcelable,article,182,0
133,14,Latihan Implicit Intent ,article,183,0
135,14,Latihan Mendapatkan Nilai Balik dari Intent,article,184,0
137,14,Intent : Quiz,multiple,158,0
139,14,Rangkuman Background Task & Scheduler,article,103,1
141,14,Rangkuman Kelas,article,105,1
143,14,Teori Fragment,article,22,1
145,14,Latihan Fragment di Activity,article,23,1
147,14,Latihan Flexible Fragment di Satu Activity,article,24,1
149,14,Job Scheduler : Quiz,multiple,175,0
151,14,Rangkuman Fragment,article,26,1
155,14,Latihan Mengirim Data Antar Fragment,article,25,1
159,14,Teori Background Thread,article,40,1
161,14,Latihan Simulasi Proses Asynchronous dengan Background Thread,article,41,1
163,14,Ujian Akhir,exam,106,1
165,14,Rangkuman Background Thread dan Networking,article,46,1
167,14,Teori Service,article,113,0
169,14,Latihan Service,article,108,0
171,14,Latihan JobIntentService,article,109,0
173,14,"Mengenal Navigasi, Task dan Back Stack : Quiz",multiple,170,0
175,14,Rangkuman Testing,article,68,1
179,14,Teori BroadcastReceiver,article,89,1
181,14,Latihan BroadcastReceiver dari Event SMS,article,90,1
183,14,Latihan BroadcastReceiver dari Custom Event,article,91,1
187,14,Teori AlarmManager,article,97,1
189,14,Latihan One Time AlarmManager,article,98,1
191,14,Latihan Repeating AlarmManager,article,99,1
193,14,Latihan Membatalkan AlarmManager,article,100,1
197,14,Teori JobScheduler,article,118,0
199,14,Latihan Scheduler dengan JobScheduler,article,119,0
201,14,Bedah Kode Job Scheduler,article,120,0
203,14,GCM Network Manager: Teori,article,121,0
205,14,GCM Network Manager - Latihan: GCM Sederhana,article,122,0
207,14,Teori Task dan Back Stack,article,95,1
209,14,Latihan Task dan Back Stack dengan TaskStackBuilder,article,96,1
211,12,Game 3 - Bagian 1: Konsep,article,18,1
215,14,Loader : Teori,article,125,0
217,14,Loader - Latihan : Loader Sederhana,article,126,0
219,12,"Game 3 - Bagian 2: Membuat Background, Layer dan Tile",article,19,1
221,12,Game 3 - Bagian 3: Membuat Player ,article,20,1
223,12,Game 3 - Bagian 4: Kontrol Animasi pada Player,article,21,1
225,12,Game 3 - Bagian 5: Player Attack,article,22,1
227,12,Game 3 - Bagian 6: Menambahkan Plugin/Behavior,article,23,1
229,12,Game 3 - Bagian 7: Membuat Elevator 1,article,24,1
231,12,Game 3 - Bagian 8: Membuat Elevator 2,article,25,1
235,12,Game 3 - Bagian 9: Membuat Enemy 1,article,26,1
237,12,Game 3 - Bagian 10: Membuat Enemy 2,article,27,1
239,12,Game 3 - Bagian 11: Menambahkan Particle,article,28,1
241,12,Game 3 - Bagian 12: Menambahkan Fungsi,article,29,1
243,12,Game 3 - Bagian 13: Menambah UI Health,article,30,1
247,12,Game 3 - Bagian 14: Menambahkan Music dan Sound,article,31,1
249,12,Game 3 - Bagian 15: Ending Game,article,32,1
251,12,Game 3 - Bagian 16: Menambahkan Tombol Touch ,article,33,1
253,12,Game 3 - Bagian 17: Membuat APK,article,34,1
255,12,Project Final: Game Puzzle Platformer,quiz,35,1
256,14,Pengenalan Navigation,article,28,1
257,14,Loader : Quiz,multiple,171,0
258,14,Submission 1 : Aplikasi GitHub User,quiz,193,0
259,14,Ringkasan View dan ViewGroup,article,15,1
260,14,"Latihan LinearLayout, RelativeLayout, FrameLayout, dan TableLayout",article,186,0
261,14,Pengenalan Fragment,article,21,1
262,14,Views dan ViewGroup : Quiz,multiple,162,0
263,14,Ringkasan Style dan Theme,article,16,1
264,14,Latihan Style and Theme,article,189,0
265,14,Style dan Theme : Quiz,multiple,164,0
266,14,Ringkasan RecyclerView,article,17,1
267,14,Rangkuman Dasar Pengembangan Aplikasi Android,article,19,1
268,14,Latihan Mode Grid pada RecyclerView ,article,165,0
269,14,Latihan Mode CardView pada RecyclerView ,article,166,0
270,14,Latihan Item Click Listener pada RecyclerView ,article,167,0
271,14,"Teori AppBar, Navigation Drawer, Bottom Navigation dan Tab Layout",article,31,1
272,14,Latihan Navigation Drawer dengan NavigationComponent,article,34,1
273,14,Rangkuman Navigation,article,37,1
274,14,Teori Localization,article,115,0
275,14,Latihan Localization untuk Mendukung Multi-Language,article,114,0
276,14,Rangkuman Android Architecture Component,article,60,1
277,14,Knowledge Check : Extended Application,exam,154,0
281,15,Berkenalan dengan Bluemix / IBM Cloud,quiz,1,1
287,14,Pengenalan Local Data Persistent,article,70,1
290,14,Latihan Menyimpan dan Membuka File,article,72,1
293,15,Pengenalan UI Bluemix Dashboard,article,2,1
332,14,Obsolete - Submission 2: Aplikasi Movie Catalogue (UI/UX),quiz,117,0
338,16,Game 1 : Konsep Game Space Shooter,article,5,1
341,16,"Instalasi Construct 2, JDK dan JRE",article,2,1
347,16,"Game 1 : Menambahkan Object Pesawat, Peluru, dan Meteor",article,6,1
353,16,Game 1 : Menambahkan Behavior,article,7,1
356,16,Game 1 : Memunculkan Meteor Secara Acak,article,10,1
362,16,Game 1 : Membuat Kondisi Saat Peluru Mengenai Meteor,article,8,1
365,16,Game 1 : Membuat Pesawat Dapat Menembak dan Dapat Bergerak dengan Touch,article,11,1
368,16,Game 1 : Membuat Kondisi Saat Meteor Mengenai Pesawat,article,12,1
371,16,Game 1 : Menambahkan Object Partikel,article,13,1
374,16,Game 1 : Menambahkan Sound ,article,14,1
377,16,Game 1 : Menambahkan Score,article,15,1
380,16,Game 1 : Menambahkan Kondisi Game Over dan Menambahkan Background ,article,16,1
383,16,Game 1 : Export ke HTML5,article,49,1
386,16,Tugas - Game 1 : Membuat Game Space Shooter,quiz,17,1
389,16,Game 2 : Konsep Game Card Match,article,18,1
392,16,Game 2 : Membuat Object Kartu,article,19,1
395,16,Game 2 : Menambahkan Instance Variable Global Variable ,article,21,1
398,16,Game 2 : Membuat Fungsi Pengacakan,article,22,1
401,16,Game 2 : Membuat Fungsi Kartu Dibuka,article,23,1
404,16,Game 2: Menampilkan Score ,article,25,1
407,16,Game 2 : Membuat Timer,article,26,1
410,16,Game 2 : Quiz - Shortcut,multiple,20,1
413,16,Game 2 :  Spritefont+,article,27,1
416,16,Game 2 : Menambahkan Kondisi Game Over,article,28,1
419,16,Game 2 : Export ke HTML5,article,29,1
422,16,Opsional : Buka Hasil Export ke Tizen Studio,article,52,1
425,16,Opsional : Membuat Package WGT,article,55,1
428,16,Tugas - Game 2 : Membuat Game  Card Match,quiz,30,1
431,16,Game 3 : Konsep Tebak Buah,article,31,1
437,16,Game 3 : Membuat Object Buah,article,32,1
440,16,Game 3 : Memberikan Behavior (Sine),article,33,1
443,16,Game 3 : Menambahkan Sound dan Music,article,34,1
446,16,Game 3 : (Opsional) Menambahkan Fungsi Back dan Exit pada Game,article,46,1
449,16,Game 3 : Menambahkan Layout,article,37,1
452,16,Game 3 : Membuat Halaman Menu,article,39,1
455,16,Game 3 : Membuat Tampilan Quiz,article,40,1
461,16,Game 3 : Menampilkan Soal Secara Acak,article,41,1
467,16,Game 3 : Memberi Respon Ketika Jawaban di Klik,article,42,1
470,16,Game 3 : Membuat Halaman Akhir,article,43,1
476,16,Game 3 : Highscore dengan LocalStorage,article,44,1
479,16, Pengenalan User Interface Construct 2,article,3,1
482,16,Instalasi Tizen Studio,article,50,1
485,16,Opsional : Penyempurnaan Project,article,53,1
488,16,Game 3 : Export ke HTML5,article,47,1
491,16,Opsional : Membuat Akun Tizen Store,article,58,1
494,16,Opsional : Submit ke Tizen Store,article,59,1
497,16,Tugas Akhir : Membuat Game Tebak Buah,quiz,60,1
500,16,Game 3 : Menambahkan Data Buah,article,36,1
503,16,Opsional : Membuat Certificate,article,54,1
506,16,Opsional : Menjalankan Project di Emulator,article,56,1
509,16,Opsional : Export ke Tizen,article,51,1
515,14,Teori SharedPreferences,article,73,1
518,14,Latihan Menyimpan Data dengan SharedPreferences,article,74,1
521,16,Opsional:  Menjalankan di Device,article,57,1
527,14,Teori SQLite,article,79,1
530,14,Latihan Membuat Aplikasi Catatan dengan SQLite,article,80,1
533,14,Teori SQLite Optimization,article,130,0
536,14,Shared Preference : Quiz,multiple,172,0
539,14,Rangkuman Local Data Persistent,article,86,1
542,14,Teori Content Provider,article,132,0
545,14,Latihan Membuat Aplikasi Catatan dengan Content Provider,article,133,0
548,14,Knowledge Check : Local Data Persistent,exam,87,1
551,14,Teori File Storage,article,71,1
554,14,Teori SoundPool dan MediaPlayer,article,150,0
557,14,Read and Write File : Quiz,multiple,174,0
560,14,Submission Awal : Aplikasi Dicoding Event (Navigation dan API),quiz,62,1
563,14,Obsolete - Submission 4: Aplikasi Movie Catalogue (Local Storage),quiz,173,0
566,14,Android Widgets : Quiz,multiple,156,0
569,14,Ringkasan Debugging,article,14,1
572,14,Teori Unit Test,article,64,1
575,14,Latihan UI Test Menggunakan Espresso,article,67,1
578,14,Teori UI Test dengan Espresso,article,66,1
581,14,Knowledge Check : Dasar Pengembangan Aplikasi Android,exam,20,1
584,14,Android Notification : Bedah Kode - Stack / Bundle Notification (Sudah tidak dipakai),article,143,0
587,14,Pengenalan Extended Application,article,135,0
590,14,Teori Android Widget,article,136,0
593,14,Teori Notification,article,92,1
596,14,Android Notification : Quiz,multiple,144,0
599,26,Modul 1 : Activity,article,1,1
602,26,Modul 2 : Intent,article,3,1
608,26,Modul 3 : Fragment,article,5,1
611,26,Modul 4 : Flexible UI,article,7,1
614,26,Modul 5 : Android Layout,article,9,1
617,26,Modul 6 : Simple Listview,article,11,1
620,26,"Modul 7 : Custom Listview, Swipe Refresh, and Load More",article,13,1
623,26,Modul 8 : Custom Adapter Listview,article,15,1
626,26,Modul 9 : Simple GridView,article,17,1
629,26,Modul 1 : Activity - Quiz,quiz,2,1
632,26,Modul 2 : Intent - Quiz,quiz,4,1
635,26,Modul 3 : Fragment - Quiz,quiz,6,1
638,26,Modul 4 : Flexible UI - Quiz,quiz,8,1
641,26,Modul 5 : Android Layout - Quiz,quiz,10,1
656,12,Game 1: Export ke HTML5,article,6,1
659,12,Membuat APK,article,16,1
662,20,Modul 1: Pengenalan Xamarin Forms dan Visual Studio IDE ,article,1,1
677,16,Game 1 : Quiz - Event Sheet,multiple,9,1
680,16,Game 3 : Quiz - Text,multiple,45,1
686,16,Game 2: Quiz - Array,multiple,24,1
689,16,Game 3 : Quiz - Audio,multiple,35,1
692,16,Game 3: Quiz - Layout,multiple,38,1
719,32,Pengenalan LINE dan LINE Chatbot,article,7,1
725,32,LINE Messaging API,article,9,1
728,32,Modul 3 Konfigurasi LINE Channel,article,36,0
731,32,A. Reply Message,article,27,0
734,32,B. Push Message,article,28,0
737,32,Fitur Messaging API,article,10,1
740,32,Pengenalan Heroku,article,13,1
743,32,D. Profile API,article,30,0
746,32,E. Content API,article,31,0
749,32,F. Group/Room API,article,32,0
752,32,Sample Project PHP (Tebak Kode),article,24,1
755,32,Implementasi Fitur (Java),article,14,1
758,32,Reply Message,article,16,1
761,32,Multicast Message,article,18,1
767,32,Implementasi Fitur (PHP),article,15,1
770,32,Submission 1: Screenshot halaman LINE Developers Console,quiz,37,0
773,32,Submission Akhir: LINE ChatBot,quiz,26,1
776,32,Push Message,article,17,1
779,32,Content API,article,20,1
782,32,Sample Project Java (Teman Ngoding),article,23,1
785,32,Profile API,article,19,1
789,37,Modul 1 : Introduction,article,1,1
791,37,Instalasi Samsung SDK ke dalam Android Studio,article,2,1
793,37,Modul 2 : Motion,article,3,1
797,37,Modul 3 : Biometric Authentication,article,7,1
799,37,Modul 4 : Smart Devices dan Accesory Devices,article,9,1
801,37,Modul 5 : Input using Pen dan Pen Features,article,15,1
803,32,C. Multicast Message,article,29,0
807,32,Debug & Testing Aplikasi Bot (PHP),article,34,0
809,37,Latihan Call Motion,article,4,1
813,37,Latihan Pedometer,article,5,1
824,44,Modul 1 : Pengenalan Bluemix,article,1,1
830,44,Modul 2 - Bluemix UI,article,2,1
833,39,Download and Install Unity,article,2,1
836,39,Porting to Tizen: Download dan Install Tizen Studio,article,36,1
839,39,Pengenalan Interface Unity,article,3,1
842,39,Game 1:  Menyusun Tampilan Game,article,4,1
845,39,Game 1: Konsep Membuat game Puzzle Recycle,article,1,1
848,39,Game 1: Menambahkan Component dan Tag pada GameObject,article,5,1
851,39,Game 1: Memunculkan GameObject Sampah Secara Terus-Menerus,article,7,1
854,39,Game 1: Mendeteksi BoxRecycle dengan ObjectRecycle,article,8,1
857,39,Game 1: Membuat Game Over,article,9,1
860,39,Porting to Tizen:  Menguji game/app di Remote Test Lab,article,41,1
863,39,Porting to Tizen: Membuat Certificate,article,37,1
866,39,Porting to Tizen:  Konfigurasi CLI-Config,article,38,1
869,39,Porting to Tizen: Menjalankan di Device,article,40,1
872,39,Porting to Tizen: Submit ke Tizen Store,article,43,1
875,39,Tugas Game 1 : Membuat Game Puzzle,quiz,10,1
878,39,Game 2: Konsep Game First Person Shooter (FPS),article,11,1
881,39,Game 2:  Environment dan Karakter,article,12,1
884,39,Game 2: Particle System dan Membuat Tembakan,article,13,1
887,39,Game 2:   Zombie dan Animasi 3D,article,14,1
890,39,Game 2: Menambahkan UI Score dan GameOver,article,15,1
896,39,Game 2:  (Optional) Porting to Mobile,article,16,1
899,39,Game 1: Menambahkan Script pada GameObject Sampah,article,6,1
902,39,Porting to Tizen: Build ke TPK,article,39,1
905,39,Tugas Game 2 : Membuat Game First Person Shooter,quiz,17,1
908,39,Game 3: Konsep Game Tower Defense,article,18,1
911,39,Game 3: Menyusun  Asset ,article,19,1
914,39,Game 3: Font dan UI,article,20,1
917,39,"Game 3: Tag, RigidBody 2D dan Collider",article,21,1
920,39,Game 3:  Membuat Logika Gameplay,article,22,1
923,39,"Game 3: Memunculkan Player, Stone dan Enemy",article,23,1
926,39,Game 3: Timer dan Koin,article,24,1
929,39,Game 3: Game Over,article,25,1
932,39,Tugas Game 3 : Membuat Game Tower Defense,quiz,26,1
935,37,Latihan Biometric Authentication,article,8,1
938,37,Latihan Pen : Pen & Eraser,article,17,1
941,37,Background,article,19,1
944,37,Latihan File Transfer,article,10,1
947,39,Game 4 : Konsep Membuat Game Platformer,article,27,1
950,39,Game 4:  Menyusun Asset dan UI,article,28,1
953,39,Game 4:  Membuat Karakter dan Kontrol,article,29,1
956,39,Game 4:  Animasi Karakter,article,30,1
959,39,Game 4: Background Parallax,article,31,1
962,39,Game 4:  Audio,article,32,1
965,39,Game 4:  Scoring,article,33,1
968,39,Game 4:   Leveling,article,34,1
971,39,Game 4:  Game Over,article,35,1
974,39,Tugas Akhir: Membuat Game Platformer,quiz,44,1
977,37,Undo & Redo,article,18,1
980,44,Modul 3 : Watson Cognitive Platform,article,3,1
986,44,Modul 4 : Text & Audio - Watson Speech to Text,article,4,1
1013,44,Modul 9 : Panduan Menyelesaikan Academy,article,17,0
1016,39,Porting to Tizen: Membuat Akun Tizen Store,article,42,1
1019,37,Image Object,article,20,1
1022,37,SPen Class,article,16,1
1025,37,Text Object,article,21,1
1028,37,Stroke Object,article,22,1
1031,37,Save Load,article,23,1
1034,37,Shape Recognition,article,24,1
1037,37,Submission : Samsung SDK,quiz,25,1
1046,37,Tutorial menggunakan Tizen Studio + Latihan File Transfer,article,11,1
1048,37,Latihan Motion Activity dan Notification,article,6,1
1051,37,Latihan Gallery,article,13,1
1057,37,Latihan FetchMessage,article,12,1
1060,37,Latihan Security,article,14,1
1063,14,Latihan Unit Test Menggunakan JUnit dan Mockito,article,65,1
1066,14,Latihan Menampilkan Widget di Homepage,article,137,0
1069,14,Latihan Menggunakan Job Scheduler pada Widget,article,138,0
1075,14,Latihan Menambahkan Aksi pada Widget,article,139,0
1078,14,Latihan StackView Widget,article,140,0
1081,14,Latihan Notification dengan NotificationBuilder & NotificatonManager,article,93,1
1084,14,Latihan Notification dengan PendingIntent,article,94,1
1087,14,Latihan Custom Notification,article,141,0
1093,14,Latihan Stack Notification dengan InboxStyle,article,142,0
1099,14,Submission Akhir : Aplikasi Dicoding Event,quiz,107,1
1101,14,Latihan SoundPool,article,151,0
1104,14,Latihan MediaPlayer,article,152,0
1105,14,Latihan Preload untuk SQLite Optimization,article,131,0
1108,14,Bedah Kode Latihan RecyclerView,article,168,0
1111,14,Teori Content Description,article,116,0
1114,14,Latihan Option Menu pada AppBar,article,32,1
1117,14,Latihan SearchBar dan SearchView,article,33,1
1123,14,Pengenalan Android,article,176,0
1126,14,Persiapan Tools,article,177,0
1129,14,Ringkasan Pengenalan Android Studio,article,10,1
1132,14,Menjalankan Aplikasi di Device & Emulator,article,178,0
1135,14,Membuat APK,article,192,0
1138,14,RecyclerView : Quiz,multiple,169,0
1141,14,Knowledge Check : Navigation,exam,38,1
1146,32,Group/Room API,article,21,1
1152,32,Pendahuluan,article,2,1
1158,14,Loader - Latihan : AsyncTask Loader,article,127,0
1160,14,Persetujuan Hak Cipta,article,1,1
1164,51,Pengenalan Android,article,9,1
1167,51,Persiapan Tools,article,10,1
1170,51,Pengenalan Project pada Android Studio,article,11,1
1173,51,Menjalankan Aplikasi di Device & Emulator,article,12,1
1176,51,Membuat APK dan AAB,article,13,1
1179,51,Materi Android Pemula,article,2,1
1182,51,Teori Activity,article,16,1
1185,51,Latihan Activity,article,17,1
1188,51,Knowledge Check Activity,exam,20,1
1191,51,Teori Intent,article,21,1
1194,51,Latihan Explicit Intent,article,22,1
1197,51,Latihan Mengirim Data pada Intent,article,23,1
1200,51,Latihan Implicit Intent ,article,25,1
1203,51,Knowledge Check Intent,exam,29,1
1209,51,Teori View dan ViewGroup,article,30,1
1212,51,"Latihan LinearLayout, RelativeLayout, FrameLayout, dan TableLayout",article,31,1
1215,51,Knowledge Check Views dan ViewGroup,exam,35,1
1218,51,Teori Style dan Theme,article,36,1
1221,51,Latihan Style dan Theme,article,37,1
1224,51,Teori RecyclerView ,article,40,1
1227,51,Latihan RecyclerView,article,41,1
1230,51,Mode Grid pada RecyclerView,article,50,0
1233,51,Mode CardView pada RecyclerView ,article,51,0
1236,51,ItemOnClickListener pada RecyclerView,article,52,0
1239,51,Knowledge Check RecyclerView,exam,46,1
1242,51,Knowledge Check Style dan Theme,exam,39,1
1245,51,Persetujuan Hak Cipta,article,1,1
1247,51,Submission Akhir Aplikasi Android Sederhana,quiz,49,1
1268,47,Modul 1: Overview Game,article,2,1
1274,47,Tahapan Membuat Game,article,3,1
1277,47,Pengenalan Academy,article,4,1
1280,47,Unduh dan Install Unity,article,5,1
1283,47,Pengenalan Interface Unity,article,6,1
1286,14,Teori Firebase Cloud Messaging (FCM) ,article,145,0
1289,14,Latihan Menjalankan Firebase Cloud Messaging (FCM),article,146,0
1292,47,Interface Unity: Quiz,multiple,7,1
1295,47,Modul 2: Basic Scripting,article,8,1
1298,47,Mengatur Editor Script,article,10,1
1304,14,Firebase Dispatcher - Latihan : Sederhana,article,124,0
1310,14,Firebase Dispatcher : Teori,article,123,0
1313,47,Pengenalan Variable,article,11,1
1316,47,Function,article,12,1
1319,47,Class and Object,article,13,1
1322,47,Inheritance,article,14,1
1325,47,Array,article,15,1
1328,47,Basic Scripting: Quiz,multiple,16,1
1331,47,Modul 3:  Konsep Game Casual,article,17,1
1337,14,Closing,article,155,0
1340,47,Sprite,article,18,1
1343,47,Camera,article,19,1
1346,47,Parent dan Child,article,20,1
1349,47,Input,article,21,1
1352,47,Scene,article,22,1
1355,47,Audio,article,23,1
1358,47,Game Casual: Quiz,multiple,24,1
1361,47,Modul 5: Pengenalan Game Pukul Bola,article,49,1
1365,47,Memasukkan Aset ,article,50,1
1368,47,Membuat Background,article,51,1
1371,47,Membuat Area Game,article,52,1
1374,47,Membuat Paddle (Pemukul),article,53,1
1377,47,Membuat Bola,article,54,1
1380,47,Membuat Skor,article,55,1
1383,47,Menampilkan Halaman Selesai,article,56,1
1386,47,Game Arcade: Quiz,multiple,59,1
1389,47,Mempersiapkan Project,article,65,1
1392,47,Animator Controller,article,68,1
1395,47,Membuat Animasi Enemy,article,70,1
1398,47,Environment,article,71,1
1401,47,Player Controller,article,72,1
1404,47,Enemy Controller,article,73,1
1407,47,Levelling,article,74,1
1410,47,Membuat Scene Game Over,article,75,1
1413,47,Hitung Coin dan UI,article,77,1
1416,47,Submission 1: Game Casual,quiz,48,1
1419,47,Modul 8: Konsep Game Shooter (3D),article,87,1
1422,47,3D Model dan Environment,article,88,1
1425,47,Character Controller,article,89,1
1428,47,Player Animation,article,90,1
1431,47,Kamera FPS dan TPS,article,91,1
1434,47,Weapon Controller,article,92,1
1437,47,Enemy Animation,article,93,1
1440,47,Navigation and Pathfinding,article,94,1
1443,47,Memunculkan Enemy Secara Acak,article,95,1
1446,47,3D Audio,article,96,1
1449,47,Game FPS: Quiz,multiple,98,1
1452,47,Modul 9: Konsep Game Multiplayer Networking,article,100,1
1455,47,Network Manager,article,101,1
1458,47,UI Connection,article,102,1
1461,47,Menampilkan Player,article,103,1
1464,47,Menampilkan Bola,article,104,1
1467,47,Menampilkan Halaman Selesai,article,106,1
1470,47,Submission Akhir: Game Multiplayer/Virtual Reality,quiz,125,1
1473,47,Menampilkan Skor,article,105,1
1475,47,Persetujuan Hak Cipta,article,1,1
1481,47,Modul 10: Input Mobile,article,107,1
1485,47,Porting ke Android,article,108,1
1487,47,Porting ke IOS,article,109,1
1490,47,Menyiapkan Asset Karakter Player,article,66,1
1493,47,Membuat Animasi Player,article,67,1
1496,47,Menyusun Karakter Musuh,article,69,1
1502,55,Persetujuan Hak Cipta,article,1,1
1505,55,Modul  1: Pengenalan Kotlin,article,2,1
1508,55,Mengapa Kotlin?,article,3,1
1511,55,Basic Type,article,4,1
1514,55,Modul 2: Object Oriented dan Fitur Lanjutan Pada Kotlin,article,7,1
1517,55,Functions,article,14,1
1520,55,Control Flow,article,6,1
1523,55,Data Classes,article,9,1
1526,55,Visibility Modifiers,article,10,1
1529,55,Extensions,article,11,1
1532,55,Generics,article,12,1
1535,55,Delegated Properties,article,13,1
1538,55,Null Safety,article,17,1
1541,55,Lambda,article,15,1
1544,55,Quiz 1,multiple,18,1
1547,55,Quiz 2,multiple,19,1
1550,55,Quiz 3,multiple,20,1
1553,55,Quiz 4,multiple,21,1
1556,55,Quiz 5,multiple,22,1
1559,55,Modul 3: Kotlin Untuk Pengembangan Aplikasi Android,article,23,1
1562,55,Latihan: Menampilkan Array ke Dalam RecyclerView,article,24,1
1565,55,Modul 4: Kotlin Android Extensions,article,25,1
1570,55,Modul 5:  Anko,article,28,1
1573,55,Submission 1: Aplikasi Football League,quiz,32,1
1576,55,Anko Layout,article,29,1
1579,55,Anko Commons,article,30,1
1582,55,Latihan: Menerapkan Anko Commons dan Anko Layout,article,31,1
1585,55,Modul 6: Mengambil Data Dari API,article,33,1
1588,55,Submission 2: Aplikasi Football Match Schedule,quiz,39,1
1594,58,Persetujuan Hak Cipta,article,1,1
1597,58,Modul 1: Overview Game,article,2,1
1600,58,Pengenalan Akademi,article,3,1
1603,58,Unduh dan Instal Unity,article,4,1
1606,58,Pengenalan Interface Unity,article,5,1
1609,58,Quiz,multiple,6,1
1612,58,Modul 2: Basic Scripting,article,7,1
1615,58,Mengatur Editor Script,article,9,1
1618,58,Pengenalan Variable,article,10,1
1621,58,Function,article,11,1
1624,58,Class and Object,article,12,1
1627,58,Inheritance,article,13,1
1630,58,Array,article,14,1
1633,58,Quiz,multiple,15,1
1636,58,Modul 3: Pengenalan Game Pukul Bola,article,16,1
1639,58,Membuat Area Game,article,19,1
1642,58,Membuat Background,article,18,1
1645,58,Membuat Paddle (Pemukul),article,20,1
1648,58,Membuat Bola,article,21,1
1651,58,Menampilkan Halaman Selesai,article,23,1
1654,58,Membuat Skor,article,22,1
1657,58,Menambahkan Audio Dan Sound Effect,article,25,1
1660,58,Submission: Pukul Bola,quiz,26,1
1663,14,Latihan ConstraintLayout,article,188,0
1669,55,Modul 7: SQLite pada Kotlin,article,40,1
1672,55,Latihan: Menghapus Tim Dari Database Favorite,article,47,1
1675,55,Submission 3: Aplikasi Football Match Schedule dengan Database,quiz,48,1
1681,55,Modul 8: Kotlin Coroutines,article,49,1
1684,55,Menerapkan Coroutines Dengan Anko Coroutines,article,50,0
1704,55,Modul 9: Testing,article,53,1
1707,55,Unit Testing,article,54,1
1710,55,Unit Testing Menggunakan Mockito,article,55,1
1713,55,Latihan: Instrumentation Testing Menggunakan Espresso,article,57,1
